h,t,n,h_p,i,w,C,W,V,M_y,M_Rd,M_y/M_Rd,V_z,V_Rd,V_z/V_Rd,P_z,N_Rd,P_z/N_Rd,u_z,u_z/u_zul,u_z,u_z/u_zul,f_gs0,f_gs1,f_gs2,fh_0,fh_1,fh_2,BC0,BC1,BC2,BC3,BC4,BC5,BC6,BC7,BC8,BC9,BC10
1.915019512,0.193625197,6,1.168478251,1,4.46,141650.96,315.57,126.23,-6621.01,6344.98,1.04,-1218.38,1017.7,1.2,249.45,31070.43,0.01,9.4,0.16,22.76,0.46,1.9,4.19,4.35,5.66,6.02,10.05,0,0,0,0,0,0,0,0,1,0,0
1.715093851,0.160339966,5,0.948999703,0,3.09,104794.25,233.93,93.57,-8274.31,5667.78,1.46,1558.45,992.85,1.57,159.18,21775.61,0.01,26.6,0.49,85.89,1.84,2.41,2.83,4.1,3.46,4.88,11.32,0,0,0,0,1,0,0,0,1,0,0
2.236256838,0.153581813,7,0.888292193,1,4.16,120197.55,269.42,107.77,-5795.67,7433.09,0.78,-1084.66,1050.09,1.03,189.12,19544.86,0.01,7.8,0.14,19.32,0.39,2.12,4.17,4.45,6.21,6.43,10.78,0,0,0,0,0,0,0,0,1,0,0
1.526144981,0.197603077,2,1.100595236,3,3.94,127219.16,281.37,112.55,9046.23,5027.77,1.8,1345.28,964.91,1.39,1053.72,27989.79,0.04,53,0.95,170.02,3.56,1.36,2.36,3.27,2.26,3.47,4.59,0,0,0,1,0,0,0,0,0,1,1
0.896954596,0.203365847,2,0.824217021,3,4.25,105306.56,235.25,94.1,7569.89,2896.55,2.61,1216.37,818.28,1.49,902.2,17350.27,0.05,163.2,2.91,524.05,10.91,0.9,1.3,1.97,1.36,2.2,2.77,0,0,0,1,0,0,0,0,0,0,0
1.411904216,0.283551484,4,0.8361305,2,1.95,145465.42,327.32,130.93,-7702.37,4640.81,1.66,-1482.07,945.37,1.57,422.48,17745.88,0.02,26.9,0.52,78.89,1.79,1.55,2.66,3.7,3.24,4.33,7.6,1,0,0,0,1,0,0,0,0,0,0
0.771961808,0.31643036,2,0.665038049,2,0.92,126620.74,285.12,114.05,-7935.97,2473.17,3.21,-1308.53,772.19,1.7,830.89,12609.11,0.07,70.3,1.38,218.26,5,1.19,1.3,1.72,1.66,2.21,2.73,1,0,0,0,1,0,0,0,0,0,0
1.423704982,0.176425621,2,0.705337584,4,4.84,96934.98,217.12,86.85,-6443.34,4680.78,1.38,-1053.17,947.5,1.11,655.39,13713.62,0.05,15.5,0.31,50.6,1.16,1.6,2.74,3.83,3.33,3.59,4.76,1,0,0,0,1,0,0,0,0,0,0
1.365705729,0.161900654,2,0.88265568,2,1.87,91737.17,203.53,81.41,-6212.11,4484.32,1.39,-1023.97,936.8,1.09,613.26,19345.22,0.03,21.5,0.42,67.31,1.53,1.55,2.54,3.54,3.05,3.9,4.4,1,0,0,0,1,0,0,0,0,0,0
1.462943316,0.267878294,2,1.055058956,3,5.21,163249.26,363.94,145.58,12456.02,4813.69,2.59,1686.6,954.38,1.77,1364.15,26026.58,0.05,75.2,1.32,243.69,4.98,1.23,2.03,2.88,1.93,3.11,4.08,0,0,0,1,0,0,0,0,0,1,1
1.092200875,0.223728687,2,1.240107417,3,6.92,133395.07,293.76,117.5,10458.23,3557.9,2.94,1403.46,876,1.6,1114.87,34520.92,0.03,152.6,2.62,497.33,9.94,0.89,1.58,2.34,1.39,2.68,3.42,0,0,0,0,0,0,0,0,0,1,0
2.392309904,0.133741736,2,0.853241205,1,5.71,115702.57,257.71,103.08,-7639.56,7961.67,0.96,1154.05,1063.25,1.09,1057.25,18324.01,0.06,11.7,0.2,40.94,0.8,1.67,2.41,3.7,3.16,4.63,5.07,0,0,0,0,0,0,0,0,1,0,0
1.497009993,0.297452003,2,1.11326611,0,0.77,160285.14,356.3,142.52,-9865.38,4929.08,2,1584.97,960.14,1.65,1033.82,28550.83,0.04,17.6,0.34,51.84,1.18,1.68,2.97,3.68,3.59,3.71,4.74,1,0,0,0,0,0,0,0,0,0,0
1.385207057,0.246276096,7,0.888404131,1,4.39,146898.39,330.52,132.21,-6613.06,4550.38,1.45,-1276.57,940.47,1.36,219.96,19548.83,0.01,17.4,0.3,43.26,0.87,1.64,3.12,3.37,4.22,4.97,7.48,0,0,0,0,0,0,0,0,1,0,0
1.323026538,0.293014348,4,1.446137667,0,1.81,156096.66,344.95,137.98,-10263.07,4339.76,2.37,-1615.92,928.5,1.74,293.66,45589.88,0.01,31.8,0.61,99.56,2.24,1.67,2.43,3.63,3.19,4.69,9.05,0,0,0,0,1,0,0,0,0,0,0
1.320270658,0.182188734,3,1.010124087,1,6.23,118583.28,264.36,105.74,-5311.3,4330.42,1.23,-1029.81,927.95,1.11,408.88,24170.61,0.02,16.5,0.28,38.66,0.75,1.63,2.5,3.27,3.68,4.19,5.94,0,0,0,0,0,0,0,0,1,0,0
1.121485591,0.274506211,3,0.999948144,1,5.25,153432.72,343.77,137.51,-6744.68,3657.09,1.84,-1298.09,883.48,1.47,537.25,23761.52,0.02,25.7,0.44,60.65,1.2,1.49,2.25,2.74,3.15,3.65,5.19,0,0,0,0,0,0,0,0,1,0,0
1.384397149,0.066816784,7,0.900024235,0,4.55,45990.5,101.09,40.44,-5257.67,4547.63,1.16,1069,940.32,1.14,62.23,19964.47,0,52.4,0.93,168.55,3.49,1.87,2.04,2.51,2.49,4.15,8.39,0,0,0,0,1,0,0,0,1,0,0
1.518858671,0.159304053,2,0.626414061,1,5.88,107445.91,241.58,96.63,-7249.12,5003.09,1.45,1110.47,963.73,1.15,1034.6,11611.49,0.09,28,0.47,95.44,1.87,1.13,2.05,2.31,2.2,2.96,3.99,0,0,0,0,0,0,0,0,1,0,0
1.643720269,0.160545588,2,0.999612868,2,5.71,106414.19,235.29,94.12,-7642.67,5426.02,1.41,-1225.81,982.87,1.25,680.8,23748.11,0.03,30.3,0.56,72.27,1.55,1.5,2.23,2.92,2.54,4.01,4.83,0,0,0,0,1,0,0,0,0,0,0
1.725992441,0.092284448,5,0.696871042,1,6.45,69451.07,155.57,62.23,-3407.97,5704.7,0.6,-689.31,994.32,0.69,181.45,13476.18,0.01,11.6,0.19,29.06,0.56,1.81,2.89,3.79,4.65,5.07,7.9,0,0,0,0,0,0,0,0,1,0,0
2.652268648,0.141566083,2,1.411632299,0,6.9,137608.42,298.27,119.31,-9882.7,8842.22,1.12,-1506.7,1082.3,1.39,705.77,43617.71,0.02,21.4,0.37,85.18,1.7,2.15,2.78,4.07,3.58,3.94,5.62,0,0,0,0,1,1,0,0,1,0,0
1.536128163,0.170073092,2,1.43500936,1,2,115121.52,248.16,99.26,-6861.12,5061.58,1.36,1067.88,966.52,1.11,753.85,44948.63,0.02,13,0.24,38.28,0.84,1.42,2.51,4.04,3.23,4.76,5.08,0,0,0,0,1,0,0,0,0,0,0
2.188436031,0.186649293,5,1.223156095,0,4.23,142167.81,315.61,126.25,-11143.36,7271.1,1.53,2127.62,1045.76,2.04,213.61,33685.81,0.01,20.4,0.36,65.85,1.37,2.82,3.27,4.46,3.93,4.97,12.38,0,0,0,0,1,0,0,0,1,0,0
1.385514855,0.203914002,2,1.031895161,3,4.73,126656,281.13,112.45,9633.97,4551.42,2.12,1356.15,940.52,1.44,1078.67,25059.75,0.04,74.2,1.31,240.12,4.95,1.22,2.04,2.9,1.94,3.12,4.09,0,0,0,1,0,0,0,0,0,1,1
2.274954557,0.17048122,2,0.690106034,3,6.64,133830.12,300.89,120.36,12394.49,7564.16,1.64,1422.68,1053.49,1.35,1252.65,13288.52,0.09,36.8,0.63,124.31,2.49,1.36,2.58,3.45,2.38,3.24,4.58,0,0,0,1,0,0,0,0,0,1,1
0.618781209,0.401171029,4,0.690037787,3,0.69,140863.71,318.12,127.25,-6517.08,1954.31,3.34,-1082.78,701.96,1.54,263.07,13286.64,0.02,155.6,3.03,491.36,11.17,1.04,1.14,3.32,1.46,2.96,4.73,0,0,0,0,1,0,0,0,0,0,0
1.190360546,0.296224654,3,1.024374366,0,1.9,146132.77,326.75,130.7,-9549.47,3890.39,2.46,-1569.8,900.05,1.74,530.72,24750.45,0.02,45,0.86,145.72,3.26,1.55,2.03,4.21,2.66,3.73,7.31,0,0,0,0,1,0,0,0,0,0,0
1.447666883,0.257614851,2,0.687939942,1,4.52,155430.55,350.13,140.05,-9750.38,4761.94,2.05,1500.21,951.73,1.58,1313.83,13228.82,0.1,26.9,0.46,89.95,1.81,1.16,2.13,2.31,2.25,3.03,4.13,0,0,0,0,0,0,0,0,1,0,0
1.130550385,0.270978272,2,1.282055855,1,4.79,158128.84,348.86,139.54,-9641.67,3687.8,2.61,1450.01,885.74,1.64,1275.38,36636.94,0.04,47.7,0.82,155.79,3.11,1.04,1.73,2.27,1.89,3.17,3.7,0,0,0,0,0,0,0,0,1,0,0
0.87738806,0.136586502,4,1.368108273,1,3.18,80243.74,174.2,69.68,-4243.82,2830.27,1.5,-768.23,811.61,0.95,168.24,41198,0,36,0.64,87.13,1.82,0.92,2.13,2.49,2.94,3.73,6.05,0,0,0,0,0,0,0,0,1,0,0
2.370887518,0.065351911,2,0.614046633,0,3.64,53596.5,119.14,47.66,4418.66,7889.11,0.56,-752.46,1061.53,0.71,333.92,11304.66,0.03,21.2,0.38,76.02,1.61,1.78,2.89,4.49,3.36,3.64,6.26,0,0,0,0,1,0,0,0,1,0,0
1.673503757,0.146256596,2,1.374783158,0,2.15,103431.27,222.58,89.03,-7092.1,5526.91,1.28,-1111.53,987.12,1.13,551.18,41564.17,0.01,21.3,0.4,77.9,1.73,1.55,2.72,5.13,3.61,4,6.79,0,0,0,0,1,0,0,0,1,0,0
1.653068304,0.132996723,2,0.550646424,0,2.01,81360.44,182.91,73.16,-5664.65,5457.69,1.04,-986.3,984.22,1,479.97,9827.83,0.05,22.4,0.43,75.02,1.67,1.62,2.65,4.91,3.3,3.43,6.04,0,0,0,0,1,0,0,0,1,0,0
2.627512217,0.030193839,2,0.794867098,0,1.58,28865.65,61.06,24.42,-2638.79,8758.36,0.3,-461.43,1080.62,0.43,233.3,16399.87,0.01,10.3,0.2,36.75,0.83,1.77,3.56,5.17,4.05,4.62,7.26,0,0,0,0,1,0,0,0,0,0,0
2.244620085,0.130759105,2,1.220795989,2,6.91,108159.25,235.47,94.19,-7560.31,7461.41,1.01,-1205.04,1050.84,1.15,656.81,33570.45,0.02,22.3,0.41,48.67,1.03,1.68,2.53,3.91,2.91,4.69,5.89,0,0,0,0,1,0,0,0,0,0,0
2.233054161,0.14784196,3,0.922446966,1,3.38,114675.28,255.79,102.32,-5458.57,7422.24,0.74,-1044.73,1049.81,1,472.42,20781.76,0.02,7.9,0.14,18.79,0.39,2.23,3.5,4.79,5.06,6.14,7.97,0,0,0,0,1,0,0,0,1,0,0
2.621582747,0.159516096,2,1.414288044,1,4.58,150668.85,327.77,131.11,-9065.72,8738.28,1.04,1347.37,1080.22,1.25,1159.33,43767.81,0.03,8.3,0.14,28.81,0.58,2.02,2.78,5.02,3.78,5.34,6.9,0,0,0,0,0,0,0,0,1,0,0
0.731226444,0.313756496,6,0.85783416,0,0.65,125673.92,282.78,113.11,-6216.8,2335.19,2.66,-1183.38,755.19,1.57,298.29,18481.19,0.02,73.7,1.43,226.18,5.13,1.2,1.56,2.79,2.11,3.94,6.2,1,1,0,0,0,0,0,0,0,0,0
2.01531148,0.189387575,2,0.927987218,2,3.3,127954.16,284.96,113.98,-8477.03,6684.69,1.27,-1398.37,1028.7,1.36,801.57,20986.8,0.04,16.5,0.31,42.61,0.94,1.87,2.84,3.41,3.34,4.7,5.74,1,0,0,0,1,0,0,0,0,0,0
0.698305964,0.292459339,2,1.629223585,1,5.86,156387.72,339.07,135.63,-9613.94,2223.68,4.32,1385.44,740.62,1.87,1253.14,56850.99,0.02,179.7,3.01,581.09,11.36,0.6,1.13,1.22,1.11,1.78,2.6,0,0,0,0,0,0,0,0,1,0,0
0.981118202,0.198026448,2,1.071162224,1,5.89,117408.67,259.56,103.83,-7752.28,3181.63,2.44,1150.39,845,1.36,1056.85,26711.37,0.04,69.3,1.16,227.53,4.45,0.93,1.63,1.9,1.63,2.74,3.42,0,0,0,0,0,0,0,0,1,0,0
1.574850082,0.304683298,5,0.760705769,1,3.59,179143.91,404.5,161.8,-7772.19,5192.74,1.5,-1534.02,972.6,1.58,369.91,15337.06,0.02,15.4,0.27,38.3,0.79,1.79,2.89,3.52,4.36,4.64,6.88,0,0,0,0,0,0,0,0,1,0,0
2.031877995,0.137797013,4,0.788287818,0,6.92,105097.03,235.63,94.25,-9338.96,6740.81,1.39,1565.57,1030.43,1.52,252.43,16191.55,0.02,31.3,0.54,104.33,2.09,2.39,2.56,3.88,3.2,4.17,7.46,0,0,0,0,1,1,0,0,1,0,0
0.876989663,0.244404405,4,0.526893318,1,3.22,117417.48,265.65,106.26,-5176.87,2828.93,1.83,-1084.5,811.47,1.34,277.07,9315.93,0.03,49.3,0.88,122.27,2.55,1.22,1.93,2.18,2.46,2.83,4.27,0,0,0,0,0,0,0,0,1,0,0
1.187919855,0.264600843,7,0.744208872,1,6.6,152294.32,343.84,137.54,-6155.81,3882.12,1.59,-1267.5,899.49,1.41,240.5,14840.53,0.02,22.7,0.38,56.64,1.09,1.55,2.5,2.84,3.66,4.25,5.7,0,0,0,0,0,0,0,0,1,0,0
1.040596008,0.261499792,7,0.556019127,1,1.9,123127.67,278.6,111.44,-5911.04,3383.1,1.75,1273.12,862.15,1.48,179.41,9946.74,0.02,33.2,0.63,90.71,2,1.27,2.38,2.72,3.11,3.49,6.48,0,0,0,0,1,0,0,0,0,0,0
1.900915742,0.152005985,2,0.679548979,3,6.61,110698.77,248.53,99.41,10378.23,6297.21,1.65,1226.12,1016.09,1.21,1061.25,12999.33,0.08,50.7,0.87,169.89,3.41,1.26,2.21,3.11,2.18,2.87,4.15,0,0,0,1,0,0,0,0,0,1,1
1.743845701,0.128871232,2,0.96332866,0,0.31,89921.22,198.29,79.32,6361.18,5765.17,1.1,1008.76,996.7,1.01,779.43,22323.64,0.04,33.9,0.62,107.53,2.3,1.55,2.83,3.68,2.73,3.78,5.09,0,0,1,1,0,0,0,0,0,1,1
1.21843493,0.295084834,4,0.706524491,3,4.45,155388.86,350.87,140.35,5074.49,3985.48,1.27,-1205.97,906.43,1.33,578.52,13747.13,0.04,31.7,0.56,89.41,1.85,1.89,2.27,3.06,3.05,4.42,6.43,0,0,0,1,0,0,0,0,0,1,0
1.974781632,0.160220921,2,1.241396308,3,6.69,127698.92,279.94,111.98,10918.06,6547.41,1.67,1295.35,1024.36,1.27,1114.68,34584.89,0.03,47.3,0.81,157.99,3.17,1.52,2.81,3.63,2.39,4.02,5.51,0,0,0,1,0,0,0,0,0,1,1
1.443154931,0.205608964,2,0.88041997,2,2.06,114909.61,256.18,102.47,-7528.75,4746.66,1.59,-1243.75,950.94,1.31,741.89,19266.38,0.04,21.1,0.41,63.94,1.45,1.61,2.54,3.59,3.05,3.94,4.51,1,0,0,0,1,0,0,0,0,0,0
1.057778001,0.270424992,2,0.822385073,1,5.34,148059.09,332.19,132.88,-9490.89,3441.3,2.76,1432.52,866.86,1.65,1293.12,17289.94,0.08,59.9,1.01,196.74,3.88,1,1.75,1.85,1.73,2.67,3.32,0,0,0,0,0,0,0,0,1,0,0
0.838283718,0.226591021,2,1.229660273,0,4.71,120754.49,265.19,106.07,-11114.17,2697.82,4.12,-1422.36,797.7,1.78,732.89,34004.88,0.02,156.2,2.76,521.47,10.76,1.05,1.08,3.36,1.43,2.48,3.92,0,0,0,0,1,0,0,0,1,0,0
1.189172149,0.132027924,2,1.118805647,1,4.65,88294.77,192.62,77.05,-5940.02,3886.36,1.53,892.85,899.78,0.99,779.53,28798.12,0.03,37.1,0.64,122.11,2.44,1.09,1.76,2.56,2.08,3.51,3.9,0,0,0,0,0,0,0,0,1,0,0
1.645933867,0.149124816,2,0.827938735,1,1.41,91872.3,204.29,81.72,-6067.48,5433.52,1.12,-972.89,983.19,0.99,644.41,17473.25,0.04,10.8,0.21,34.42,0.78,1.7,3.26,4.14,3.67,4.18,5.49,0,0,0,0,1,0,0,0,0,0,0
1.997175097,0.12421535,2,0.863545179,3,5.4,95362.4,211.74,84.7,8467.5,6623.26,1.28,1066.74,1026.77,1.04,900.22,18677.8,0.05,40.9,0.72,135.71,2.77,1.52,2.67,3.53,2.5,3.66,4.86,0,0,0,1,0,0,0,0,0,1,1
1.141026855,0.274754375,2,0.678384185,2,6.27,139916.1,315.12,126.05,-10091.24,3723.28,2.71,-1602.69,888.32,1.8,902.51,12967.7,0.07,66.8,1.22,159.4,3.39,1.24,1.6,1.94,1.8,2.78,3.16,0,0,0,0,1,0,0,0,0,0,0
0.893704474,0.225072518,2,0.532856166,2,3,103314.6,233.08,93.23,-7309.01,2885.54,2.53,-1200.49,817.18,1.47,709.9,9442.31,0.08,73.5,1.4,200.28,4.45,1.21,1.36,2,1.66,2.47,2.87,1,0,0,0,1,0,0,0,0,0,0
1.519934893,0.18025513,7,0.769434273,2,6.76,109368.34,246.16,98.46,-7237.27,5006.73,1.45,-1281.05,963.91,1.33,303.9,15604.18,0.02,40.5,0.74,91.03,1.93,1.48,2.41,2.93,2.78,5.38,9.17,0,0,0,0,1,0,0,0,0,0,0
0.91200012,0.295950621,4,1.097338557,1,5.41,152808.42,342.04,136.82,-6753.57,2947.51,2.29,-1293.88,823.29,1.57,301.67,27846.63,0.01,40.2,0.68,95.61,1.88,1.3,2.02,2.48,2.75,3.51,4.91,0,0,0,0,0,0,0,0,1,0,0
2.208573103,0.133571222,2,0.911062181,1,2.63,102556.88,227.28,90.91,-6832.47,7339.31,0.93,1043.66,1047.6,1,784.99,20364.28,0.04,7.7,0.14,24.84,0.53,1.85,2.88,4.27,3.62,5.29,6.03,0,0,0,0,1,0,0,0,1,0,0
2.209727287,0.104572609,3,1.133212447,0,3.14,84692.38,185.07,74.03,-6177.56,7343.22,0.84,-1011.39,1047.71,0.97,358.5,29447.01,0.01,19,0.35,68.38,1.46,2.27,3.35,5,3.9,5.1,8.97,0,0,0,0,1,0,0,0,1,0,0
1.180056453,0.31652087,2,1.060381413,0,1.91,155544.53,346.43,138.57,-10504.38,3855.48,2.73,-1654.94,897.66,1.84,858.46,26251.77,0.03,45,0.86,149.82,3.35,1.43,1.87,3.66,2.5,3.27,4.45,0,0,0,0,1,0,0,0,0,0,0
1.623327255,0.049834196,2,1.429751158,1,5.1,52935.9,106.57,42.63,-3605.01,5356.95,0.67,537.07,979.9,0.55,477.42,44647.36,0.01,25.4,0.43,84.28,1.67,0.98,1.5,3.32,2.38,3.92,4.28,0,0,0,0,0,0,0,0,1,0,0
1.879181385,0.177278325,2,0.927974284,2,3.54,117641.25,261.6,104.64,-7961.04,6223.59,1.28,-1308.58,1013.55,1.29,747.31,20986.32,0.04,19.1,0.36,49.05,1.08,1.77,2.69,3.26,3.14,4.53,5.57,1,0,0,0,1,0,0,0,0,0,0
0.771300375,0.269714117,3,0.595311582,1,4.43,128024.91,289.28,115.71,-5573.6,2470.93,2.26,-1137.72,771.93,1.47,532.18,10851.51,0.05,65.7,1.13,156.39,3.15,1.09,1.59,1.88,2.02,2.45,3.43,0,0,0,0,0,0,0,0,1,0,0
1.279667974,0.18424949,2,1.108881235,2,6.57,111299.47,245.16,98.07,-8080.97,4192.89,1.93,-1264.14,919.66,1.38,700.9,28355.95,0.03,46.8,0.85,116.08,2.46,1.22,1.86,2.5,2.09,3.25,4.13,0,0,0,0,1,0,0,0,0,0,0
1.490480661,0.35529983,6,0.957504869,0,4.71,198789.31,447.74,179.1,-16325.36,4906.96,3.33,3378.58,959.05,3.52,240.08,22099.91,0.01,51.5,0.91,165.73,3.42,1.87,2.39,3.7,2.52,4.17,8.52,0,0,0,0,1,0,0,0,1,0,0
2.381029129,0.157672957,2,1.092968464,2,3.7,122407.06,269.82,107.93,-8043.64,7923.46,1.02,-1324.92,1062.35,1.25,747.4,27655.2,0.03,14.1,0.27,34.52,0.76,1.99,3,4.09,3.56,5.22,6.6,1,0,0,0,1,0,0,0,0,0,0
2.021001577,0.18018128,3,0.976714909,2,6.13,127024.5,283.34,113.34,-7539.44,6703.96,1.13,-1392.51,1029.29,1.35,478.64,22843.04,0.02,25.9,0.47,56.82,1.21,1.7,3.25,3.4,2.98,5.48,7.12,0,0,0,0,1,0,0,0,0,0,0
0.855156898,0.16261299,5,1.339080572,2,5.52,87611.36,192.07,76.83,-6383.55,2754.97,2.32,-1133.4,803.8,1.41,169.14,39626.33,0,83.5,1.53,223.72,4.8,0.89,1.58,2.15,1.93,4.07,7.15,0,0,0,0,1,0,0,0,0,0,0
0.97100842,0.236669183,3,0.786268532,2,2.97,112173.9,251.88,100.75,-6635.96,3147.39,2.11,-1227.38,841.95,1.46,476.89,16127.96,0.03,65.8,1.26,187.65,4.18,1.23,1.75,2.68,2.12,3.31,5.41,1,0,0,0,1,0,0,0,0,0,0
0.860572219,0.201735809,5,0.861455321,1,4.95,107259.14,240.71,96.28,-5025.78,2773.32,1.81,-974.63,805.72,1.21,224.66,18605.7,0.01,41.6,0.71,99.93,1.99,1.26,2.07,2.5,2.73,3.56,4.91,0,0,0,0,0,0,0,0,1,0,0
0.872515082,0.269608885,2,1.310793042,2,5.08,134525.82,295.3,118.12,-9282.45,2813.77,3.3,-1433.63,809.92,1.77,814.85,38127.16,0.02,87.4,1.61,240.64,5.19,0.94,1.45,1.75,1.66,2.22,3.21,0,0,0,0,1,0,0,0,0,0,0
2.710881233,0.063470833,5,0.8628878,2,5.64,56358.05,124.3,49.72,-4031.63,9040.75,0.45,-750.71,1086.17,0.69,173.51,18655.1,0.01,17.5,0.32,32.55,0.7,2.01,3.98,4.18,3.94,7.23,11.6,0,0,0,0,1,0,0,0,0,0,0
2.575278282,0.136017263,2,0.924317479,2,6.82,113300.84,251.4,100.56,-8168.09,8581.43,0.95,-1309.54,1076.99,1.22,715.7,20850.85,0.03,19.2,0.35,39.83,0.84,1.9,2.64,3.45,3.15,4.92,5.57,0,0,0,0,1,0,0,0,0,0,0
2.032181501,0.222672209,7,1.037034512,0,1.06,140483.12,314.35,125.74,-7122.55,6741.83,1.06,-1366.37,1030.46,1.33,202.9,25272.41,0.01,9.3,0.18,24.26,0.56,1.59,4.2,4.53,4.94,5.99,9.68,1,0,0,0,1,0,0,0,0,0,0
1.566692948,0.238706917,3,0.674439311,0,2.99,138899.03,313.24,125.29,-9004.38,5165.11,1.74,-1566.36,971.33,1.61,628.24,12860.96,0.05,37.7,0.7,126,2.71,1.75,2.26,4.51,2.88,3.54,6.78,0,0,0,0,1,0,0,0,1,0,0
0.474536061,0.222497165,2,0.787429631,2,6.9,95500.69,213.43,85.37,-7910.2,1465.72,5.4,-1153,616.12,1.87,650.09,16164.51,0.04,371.9,6.75,1033.13,21.88,0.63,0.81,0.97,0.89,1.03,2.15,0,0,0,0,1,0,0,0,0,0,0
1.786539912,0.223505124,5,0.798223913,2,4.07,137432.26,309.45,123.78,-7769.62,5909.79,1.32,-1488.23,1002.23,1.49,416.19,16506.82,0.03,26.5,0.5,61.7,1.35,1.74,2.92,3.29,3.34,5.31,8.37,0,0,0,0,1,0,0,0,0,0,0
1.555190086,0.18564868,4,1.082997084,3,6.92,124977.15,278.44,111.38,-4421.32,5126.15,0.86,-991.48,969.54,1.02,478.57,27221.25,0.02,17,0.29,49.76,1,2.63,3.21,3.51,4.1,7.38,7.81,0,0,0,1,0,0,0,0,0,1,1
1.042298198,0.239123806,2,0.886122525,1,4.79,132849.74,296.95,118.78,-8583.42,3388.86,2.53,1297.84,862.62,1.51,1145.14,19467.86,0.06,55.4,0.95,181.27,3.62,1.03,1.79,1.97,1.79,2.84,3.4,0,0,0,0,0,0,0,0,1,0,0
1.280965924,0.120935664,4,0.486329257,1,2.84,70569.96,159.29,63.72,-3559.76,4197.29,0.85,-742.24,919.93,0.81,198.58,8493.92,0.02,21.2,0.38,53.22,1.13,1.38,2.31,3.12,3.19,3.9,5.21,0,0,0,0,0,0,0,0,1,0,0
1.197909117,0.252118915,2,1.149041653,0,0.53,132758.56,293.5,117.4,-8455.27,3915.96,2.16,1374.26,901.79,1.52,941.29,30169.53,0.03,41.6,0.8,126.52,2.83,1.35,2.27,2.94,2.57,3.23,3.99,0,1,0,1,0,0,0,0,0,0,0
1.953714371,0.168366686,4,0.960046172,1,6.2,129094.68,288.78,115.51,-5592.85,6476.05,0.86,-1102.24,1022.05,1.08,291.86,22197.37,0.01,9.2,0.15,22.77,0.44,2.14,3.53,4.3,5.12,5.71,8.96,0,0,0,0,0,0,0,0,1,0,0
1.626887918,0.219792426,2,0.77689141,2,4.69,132636.41,297.49,119,-9206.23,5369.01,1.72,-1497.09,980.42,1.53,846.86,15834.8,0.05,29.3,0.54,70,1.52,1.58,2.27,2.52,2.62,3.87,4.49,0,0,0,0,1,0,0,0,0,0,0
1.343994021,0.13401702,5,1.061227083,0,2.79,81980.52,181.29,72.52,-6903.14,4410.78,1.57,1140.39,932.62,1.22,136.87,26287.66,0.01,38.6,0.72,125.07,2.71,2.03,2.39,3.27,2.89,4.75,9.72,0,0,0,0,1,0,0,0,1,0,0
1.138802052,0.230190903,3,1.314317346,1,2.25,126260.26,278.27,111.31,-6213.36,3715.75,1.67,-1146.52,887.77,1.29,448.75,38312.2,0.01,24.2,0.45,63.07,1.37,1.32,2.56,3.12,3.49,4.08,7.35,0,0,0,0,1,0,0,0,0,0,0
1.849753141,0.208365515,2,1.097740054,0,1.31,131939.4,291.8,116.72,-7959.91,6123.91,1.3,-1347.32,1010.05,1.33,754.24,27864.26,0.03,11.8,0.23,41.47,0.95,1.92,3.44,5.37,4.3,4.46,6.44,0,0,0,0,1,0,0,0,0,0,0
1.950743794,0.130334124,3,0.944188535,3,5.98,99231.09,220.6,88.24,3456.39,6465.98,0.54,-811.22,1021.72,0.79,549.02,21593.44,0.03,13.2,0.23,39.99,0.81,2.75,3.38,3.77,4.54,6.44,7.54,0,0,0,1,0,0,0,0,0,1,1
1.778301477,0.199327543,2,0.980260551,3,5.88,139409.22,310.54,124.22,11658.48,5881.88,1.98,1462.66,1001.18,1.46,1226.18,22981.81,0.05,53.6,0.93,176.78,3.58,1.42,2.38,3.28,2.24,3.45,4.57,0,0,0,1,0,0,0,0,0,1,1
1.889820814,0.180541962,7,0.365429342,0,4.49,120965.91,274.31,109.73,-9489.72,6259.62,1.52,1848.17,1014.8,1.82,53.73,6434.37,0.01,31.4,0.56,104.1,2.16,1.63,2.48,3.77,3.21,3.49,6.53,0,0,0,0,1,0,0,0,1,0,0
0.760459781,0.296421736,2,1.296728492,2,5.37,138788.43,305.33,122.13,-9782.43,2434.21,4.02,-1479.02,767.5,1.93,841.59,37393.69,0.02,125.6,2.31,348.7,7.49,0.85,1.26,1.44,1.44,1.82,2.88,0,0,0,0,1,0,0,0,0,0,0
1.198536873,0.336739093,5,0.995179653,0,1.8,159353.04,357.85,143.14,-10484.05,3918.08,2.68,1829.92,901.93,2.03,237.86,23571.25,0.01,42.6,0.82,131.87,2.96,1.77,2.09,3.7,2.77,4.39,8.77,0,0,0,0,1,0,0,0,0,0,0
1.558143973,0.269442648,5,0.762264729,3,1.38,144154.01,324.98,129.99,-6178.81,5136.16,1.2,-1344.53,970,1.39,399.83,15384.55,0.03,15.6,0.31,49.3,1.12,1.75,3.5,4.07,4.12,5.13,8.52,1,0,0,0,0,0,0,0,0,0,0
1.809413791,0.187235326,2,0.903934896,2,3.47,120651.2,268.77,107.51,-8156.74,5987.27,1.36,-1339.01,1005.11,1.33,768.36,20105.56,0.04,19.9,0.38,51.74,1.14,1.74,2.65,3.16,3.08,4.41,5.45,1,0,0,0,1,0,0,0,0,0,0
